ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L,TASK1,ENGLISHSYSSUM3.TXT,0.46429,0.71429,0.56277,8
ROUGE-1,TASK1,ENGLISHSYSSUM3.TXT,0.42949,0.75000,0.54620,8
ROUGE-2,TASK1,ENGLISHSYSSUM3.TXT,0.08485,0.20000,0.11915,8
ROUGE-SU4,TASK1,ENGLISHSYSSUM3.TXT,0.16667,0.50000,0.25000,8
