ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L,TASK1,TASK1ENGLISHSYSSUM3.TXT,0.43091,0.82857,0.56696,5
ROUGE-L,TASK1,TASK1ENGLISHSYSSUM2.TXT,0.81429,0.65455,0.72573,5
ROUGE-1,TASK1,TASK1ENGLISHSYSSUM3.TXT,0.42464,0.92500,0.58207,5
ROUGE-1,TASK1,TASK1ENGLISHSYSSUM2.TXT,0.92500,0.66957,0.77682,5
ROUGE-2,TASK1,TASK1ENGLISHSYSSUM3.TXT,0.33895,0.52000,0.41040,5
ROUGE-2,TASK1,TASK1ENGLISHSYSSUM2.TXT,0.66500,0.60930,0.63593,5
ROUGE-SU4,TASK1,TASK1ENGLISHSYSSUM3.TXT,0.35308,0.77500,0.48513,5
ROUGE-SU4,TASK1,TASK1ENGLISHSYSSUM2.TXT,0.82500,0.62300,0.70991,5
