ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,TASK1,TASK2PERSIANSYSSUM28.TXT,0.00000,0.00000,0.00000,12
ROUGE-1,TASK1,TASK2PERSIANSYSSUM27.TXT,0.00000,0.00000,0.00000,12
