ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L,TASK1,ENGLISHSYSSUM3.TXT,0.00014,0.17857,0.00028,4
ROUGE-1,TASK1,ENGLISHSYSSUM3.TXT,0.00002,0.15625,0.00004,4
ROUGE-2,TASK1,ENGLISHSYSSUM3.TXT,0.00000,0.00000,0.00000,4
ROUGE-SU4,TASK1,ENGLISHSYSSUM3.TXT,0.00001,0.09375,0.00001,4
