ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L-topic+Stemming,TASK1,ENGLISHSYSSUM1.TXT,0.28571,0.20000,0.21277,3
ROUGE-L-topic+Stemming,TASK1,ENGLISHSYSSUM3.TXT,0.23810,0.23810,0.23810,3
ROUGE-L-topic+Stemming,TASK1,ENGLISHSYSSUM2.TXT,0.28571,0.09524,0.10989,3
ROUGE-S1-topic+Stemming,TASK1,ENGLISHSYSSUM1.TXT,0.28571,0.20000,0.21277,3
ROUGE-S1-topic+Stemming,TASK1,ENGLISHSYSSUM3.TXT,0.23810,0.23810,0.23810,3
ROUGE-S1-topic+Stemming,TASK1,ENGLISHSYSSUM2.TXT,0.28571,0.09524,0.10989,3
ROUGE-2-topic+Stemming,TASK1,ENGLISHSYSSUM1.TXT,0.28571,0.20000,0.21277,3
ROUGE-2-topic+Stemming,TASK1,ENGLISHSYSSUM3.TXT,0.23810,0.23810,0.23810,3
ROUGE-2-topic+Stemming,TASK1,ENGLISHSYSSUM2.TXT,0.28571,0.09524,0.10989,3
