ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L,C1,A4.TXT,0.75000,0.57576,0.65143,2
ROUGE-L,C1,A1.TXT,0.59091,0.80000,0.67974,2
ROUGE-1,C1,A4.TXT,0.87500,0.59783,0.71033,2
ROUGE-1,C1,A1.TXT,0.59783,0.87500,0.71033,2
ROUGE-2,C1,A4.TXT,0.56250,0.51163,0.53586,2
ROUGE-2,C1,A1.TXT,0.51163,0.56250,0.53586,2
ROUGE-SU4,C1,A4.TXT,0.75000,0.53250,0.62281,2
ROUGE-SU4,C1,A1.TXT,0.53250,0.75000,0.62281,2
